0x0D30EB83668E63C5,NETWORK_SPENT_PA_SERVICE_SNACK
0x65482BFD0923C8A1,NETWORK_SPEND_NIGHTCLUB_AND_WAREHOUSE
0x1DC9B749E7AE282B,NETWORK_SPENT_UPGRADE_NIGHTCLUB_AND_WAREHOUSE
0xB4DEAE67F35E2ACD,NETWORK_EARN_NIGHTCLUB_DANCING
0xA95CFB4E02390842,NETWORK_EARN_COLLECTABLES
0x5F456788B05FAEAC,NETWORK_SPENT_CHANGE_APPEARANCE
0x6B7E4FB50D5F3D65,NETWORK_EARN_FROM_SMUGGLER_WORK
0xE2BB399D90942091,NETWORK_EARN_FROM_ISLAND_HEIST_DJ_MISSION
0xE23ADC6FCB1F29AE,NETWORK_SPENT_PA_SERVICE_IMPOUND
0xD29334ED1A256DBF,NETWORK_EARN_ARCADE
0x112209CE0290C03A,NETWORK_SPENT_PA_SERVICE_HELI
0xED5FD7AF10F5E262,NETWORK_SPENT_PA_SERVICE_VEHICLE
0x846aa8e7d55ee5b6,APP_DATA_VALID
0xd3a58a12c77d9d4b,APP_GET_INT
0x1514fb24c02c2322,APP_GET_FLOAT
0x749b023950d2311c,APP_GET_STRING
0x607e8e3d3e4f9611,APP_SET_INT
0x25d7687c68e0daa4,APP_SET_FLOAT
0x3ff2fcec4b7721b4,APP_SET_STRING
0xcfd0406adaf90d2b,APP_SET_APP
0x262ab456a3d21f93,APP_SET_BLOCK
0x5fe1df3342db7dba,APP_CLEAR_BLOCK
0xe41c65e07a5f05fc,APP_CLOSE_APP
0xe8e3fcf72eac0ef8,APP_CLOSE_BLOCK
0x71eee69745088da0,APP_HAS_LINKED_SOCIAL_CLUB_ACCOUNT
0xca52279a7271517f,APP_HAS_SYNCED_DATA
0x95c5d356cda6e85f,APP_SAVE_DATA
0xc9853a2be3ded1a6,APP_GET_DELETED_FILE_STATUS
0x44151aea95c8a003,APP_DELETE_APP_DATA
0xf9e56683ca8e11a5,PLAY_PED_RINGTONE
0x1e8e5e20937e3137,IS_PED_RINGTONE_PLAYING
0x6c5ae23efa885092,STOP_PED_RINGTONE
0x7497d2ce2c30d24c,IS_MOBILE_PHONE_CALL_ONGOING
0xc8b1b2425604cdd0,IS_MOBILE_INTERFERENCE_ACTIVE
0xd2c91a0b572aae56,CREATE_NEW_SCRIPTED_CONVERSATION
0xc5ef963405593646,ADD_LINE_TO_CONVERSATION
0x95d9f4bc443956e7,ADD_PED_TO_CONVERSATION
0x33e3c6c6f2f0b506,SET_POSITION_FOR_NULL_CONV_PED
0x892b6ab8f33606f5,SET_ENTITY_FOR_NULL_CONV_PED
0xb6ae90edde95c762,SET_MICROPHONE_POSITION
0x0b568201dd99f0eb,SET_CONVERSATION_AUDIO_CONTROLLED_BY_ANIM
0x61631f5df50d1c34,SET_CONVERSATION_AUDIO_PLACEHOLDER
0x252e5f915eabb675,START_SCRIPT_PHONE_CONVERSATION
0x6004bcb0e226aaea,PRELOAD_SCRIPT_PHONE_CONVERSATION
0x6b17c62c9635d2dc,START_SCRIPT_CONVERSATION
0x3b3cad6166916d87,PRELOAD_SCRIPT_CONVERSATION
0x23641afe870af385,START_PRELOADED_CONVERSATION
0xe73364db90778ffa,GET_IS_PRELOADED_CONVERSATION_READY
0x16754c556d2ede3d,IS_SCRIPTED_CONVERSATION_ONGOING
0xdf0d54be7a776737,IS_SCRIPTED_CONVERSATION_LOADED
0x480357ee890c295a,GET_CURRENT_SCRIPTED_CONVERSATION_LINE
0x8530ad776cd72b12,PAUSE_SCRIPTED_CONVERSATION
0x9aeb285d1818c9ac,RESTART_SCRIPTED_CONVERSATION
0xd79deefb53455eba,STOP_SCRIPTED_CONVERSATION
0x9663fe6b7a61eb00,SKIP_TO_NEXT_SCRIPTED_CONVERSATION_LINE
0xa018a12e5c5c2fa6,INTERRUPT_CONVERSATION
0x8a694d7a68f8dc38,INTERRUPT_CONVERSATION_AND_PAUSE
0xaa19f5572c38b564,GET_VARIATION_CHOSEN_FOR_SCRIPTED_LINE
0xb542de8c3d1cb210,SET_NO_DUCKING_FOR_CONVERSATION
0xc6ed9d5092438d91,REGISTER_SCRIPT_WITH_AUDIO
0xa8638be228d4751a,UNREGISTER_SCRIPT_WITH_AUDIO
0x7345bdd95e62e0f2,REQUEST_MISSION_AUDIO_BANK
0xfe02ffbed8ca9d99,REQUEST_AMBIENT_AUDIO_BANK
0x2f844a8b08d76685,REQUEST_SCRIPT_AUDIO_BANK
0x40763ea7b9b783e7,HINT_MISSION_AUDIO_BANK
0x8f8c0e370ae62f5c,HINT_AMBIENT_AUDIO_BANK
0xfb380a29641ec31a,HINT_SCRIPT_AUDIO_BANK
0x0ec92a1bf0857187,RELEASE_MISSION_AUDIO_BANK
0x65475a218ffaa93d,RELEASE_AMBIENT_AUDIO_BANK
0x77ed170667f50170,RELEASE_NAMED_SCRIPT_AUDIO_BANK
0x7a2d8ad0a9eb9c3f,RELEASE_SCRIPT_AUDIO_BANK
0x19af7ed9b9d23058,UNHINT_AMBIENT_AUDIO_BANK
0x9ac92eed5e4793ab,UNHINT_SCRIPT_AUDIO_BANK
0x11579d940949c49e,UNHINT_NAMED_SCRIPT_AUDIO_BANK
0x430386fe9bf80b45,GET_SOUND_ID
0x353fc880830b88fa,RELEASE_SOUND_ID
0x7ff4944cc209192d,PLAY_SOUND
0x67c540aa08e4a6f5,PLAY_SOUND_FRONTEND
0xcada5a0d0702381e,PLAY_DEFERRED_SOUND_FRONTEND
0xe65f427eb70ab1ed,PLAY_SOUND_FROM_ENTITY
0x5b9853296731e88d,PLAY_SOUND_FROM_ENTITY_HASH
0x8d8686b622b88120,PLAY_SOUND_FROM_COORD
0x7ec3c679d0e7e46b,UPDATE_SOUND_COORD
0xa3b0c41ba5cc0bb5,STOP_SOUND
0x2de3f0a134ffbc0d,GET_NETWORK_ID_FROM_SOUND_ID
0x75262fd12d0a1c84,GET_SOUND_ID_FROM_NETWORK_ID
0xad6b3148a78ae9b6,SET_VARIABLE_ON_SOUND
0x2f9d3834aeb9ef79,SET_VARIABLE_ON_STREAM
0xf2a9cdabcea04bd6,OVERRIDE_UNDERWATER_STREAM
0x733adf241531e5c2,SET_VARIABLE_ON_UNDER_WATER_STREAM
0xfcbdce714a7c88e5,HAS_SOUND_FINISHED
0x8e04fedd28d42462,PLAY_PED_AMBIENT_SPEECH_NATIVE
0xc6941b4a3a8fbbb9,PLAY_PED_AMBIENT_SPEECH_AND_CLONE_NATIVE
0x3523634255fc3318,PLAY_PED_AMBIENT_SPEECH_WITH_VOICE_NATIVE
0xed640017ed337e45,PLAY_AMBIENT_SPEECH_FROM_POSITION_NATIVE
0x13ad665062541a7e,OVERRIDE_TREVOR_RAGE
0xe78503b10c4314e0,RESET_TREVOR_RAGE
0xea241bb04110f091,SET_PLAYER_ANGRY
0xbc9ae166038a5cec,PLAY_PAIN
0xce4ac0439f607045,RELEASE_WEAPON_AUDIO
0xd01005d2ba2eb778,ACTIVATE_AUDIO_SLOWMO_MODE
0xddc635d5b3262c56,DEACTIVATE_AUDIO_SLOWMO_MODE
0x6c8065a3b780185b,SET_AMBIENT_VOICE_NAME
0x9a53ded9921de990,SET_AMBIENT_VOICE_NAME_HASH
0x5e203da2ba15d436,GET_AMBIENT_VOICE_NAME_HASH
0x40cf0d12d142a9e8,SET_PED_VOICE_FULL
0x1b7abe26cbcbf8c7,SET_PED_RACE_AND_VOICE_GROUP
0x7cdc8c3b89f661b3,SET_PED_VOICE_GROUP
0x0babc1345abbfb16,SET_PED_VOICE_GROUP_FROM_RACE_TO_PVG
0xa5342d390cda41d6,SET_PED_GENDER
0x7a73d05a607734c7,STOP_CURRENT_PLAYING_SPEECH
